,gene,resistoflay,califlay,clermont,campania,boeing,lion,lazio,whale,pigeon,caladonia,meerkat,Repeat region,Effector_x,Feature,Domains ,Interpro,Homologous,Accession,GO annotation,Extra,COI,TranscriptId,Query.name,Contigname,start,stop,strand,geneLenght,Effector_y,below1Kbp,repeatregion,Signalp,name,product,GOannotation,putative.effector,BUSCO.genename,contig_length
251,4d0da4ba-8a80-43be-9964-5db61b510588,0.0,0.0,0.0,0.0,0.0,0.011210431299999999,0.0,0.24995358410000001,0.011781926000000002,0.028619793199999997,0.0,,,,,,,,,,,4d0da4ba-8a80-43be-9964-5db61b510588,pfs1|7797-00001,Pb_342_length_22765_cov_36.3962_ID_683,7687,8218,+,176,,,,,,,,,,22765
252,e6dd7d41-3d01-4a47-9565-debc29a44f5a,0.0,0.0222235331,0.0,0.0,0.0,0.0,0.2532223586,0.0,0.0,0.0253520207,0.0,,,,,,,,,,,e6dd7d41-3d01-4a47-9565-debc29a44f5a,pfs1|11710-00001,Pb_6_length_157460_cov_35.5039_ID_11,91282,91564,+,93,,,,,,,,,,157460
253,ba33e4b5-27fc-4971-8b7e-1d93d8687a4c,0.025933723199999998,0.0,0.0780900403,0.0337263514,0.0,0.0,0.0,0.0,0.0,0.0250834044,0.0,,,,,,,,,,,ba33e4b5-27fc-4971-8b7e-1d93d8687a4c,pfs1|12522-00001,Pb_82_length_60532_cov_49.3479_ID_163,18530,19157,-,181,,,,,,,,,,60532
254,f34fc567-b61f-4ff2-b3d2-53d34cd71f15,0.0,0.028695437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224786325,0.0,,,,,,,,,,,f34fc567-b61f-4ff2-b3d2-53d34cd71f15,pfs1|265-00001,Pb_106_length_56869_cov_38.5809_ID_211,11866,14351,-,720,,,,SignalP,,,GO:0003824,,,56869
255,3d5fe814-1f8b-4db1-9528-b203610b814b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021161051299999997,0.0,,,,,,,,,,,3d5fe814-1f8b-4db1-9528-b203610b814b,pfs1|12218-00001,Pb_785_length_6943_cov_135.742_ID_1569,3477,5427,+,649,,,,,,,,,,6943
256,8f8f4250-ee1d-4e94-bf00-e85551d25bfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225310889,0.0202514192,0.0,,,,,,,,,,,8f8f4250-ee1d-4e94-bf00-e85551d25bfd,pfs1|10855-00001,Pb_580_length_10876_cov_27.209_ID_1159,881,1163,-,93,,,,,,,,,,10876
257,0bb85fcc-dcdf-4f9d-ba1f-b5a793994765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,,,,,,,,0bb85fcc-dcdf-4f9d-ba1f-b5a793994765,pfs1|11468-00001,Pb_669_length_8704_cov_33.2676_ID_1337,7477,7777,-,99,,,,,,,,,,8704
258,d397340d-162d-4c83-aff2-29afce8a977e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019453900000000003,0.0,,,,,,,,,,,d397340d-162d-4c83-aff2-29afce8a977e,pfs1|2799-00001,Pb_167_length_45447_cov_35.8055_ID_333,11349,13636,-,481,,,,,GWT1,GPI-anchored wall transfer protein 1,GO:0005789|GO:0006506|GO:0016021|GO:0016746,,,45447
259,ae247c4e-0802-4786-b5d7-455948ff7d9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192277328,0.0,,,,,,,,,,,ae247c4e-0802-4786-b5d7-455948ff7d9b,pfs1|9351-00001,Pb_431_length_16300_cov_36.3155_ID_861,14897,15903,+,273,,,inside repeat region,,,,,,,16300
260,ca5eb87c-0b3f-4a5b-a526-4eecd12d22d1,0.0349925926,0.0,0.08624334939999999,0.07005729769999999,0.2917354554,0.0,0.1514900304,0.0,0.0,0.0187642045,0.0,,,,,,,,,,,ca5eb87c-0b3f-4a5b-a526-4eecd12d22d1,pfs1|12032-00001,Pb_751_length_7266_cov_36.7182_ID_1501,3895,4696,+,266,,,,SignalP,,,,,,7266
261,ba303955-e541-4106-b339-b650da03857b,0.0,0.1044237357,0.0,0.0,0.0108309164,0.0285349946,0.0,0.032172614,0.0394008579,0.0179580376,0.0,,,,,,,,,,,ba303955-e541-4106-b339-b650da03857b,pfs1|8121-00001,Pb_35_length_89149_cov_37.4966_ID_69,21031,23309,+,707,,,,,mhkB_0,Myosin heavy chain kinase B,GO:0004674|GO:0005524|GO:0006468|GO:0016772,,,89149
262,8dd5d139-c476-4310-85b8-f89f664634d9,0.0,0.2892933346,0.0,0.0130525128,0.0,0.0,0.0,0.3634195717,0.0,0.0173636364,0.0,,,,,,,,,,,8dd5d139-c476-4310-85b8-f89f664634d9,pfs1|1792-00002,Pb_140_length_49826_cov_39.7376_ID_279,8914,9492,-,179,Yes,,,SignalP,,,,RXLR,,49826
263,c898b30e-4d5f-46a3-9a36-307274bc2f6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164897198,0.0,,,,,,,,,,,c898b30e-4d5f-46a3-9a36-307274bc2f6f,pfs1|5444-00001,Pb_245_length_36170_cov_42.133_ID_489,31477,33250,-,535,,,,,,,GO:0005524|GO:0016772,,,36170
264,8dfe5fa4-6319-4786-ab1e-df06e7a596da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11642537230000001,0.0,0.0161056056,0.0,,,,,,,,,,,8dfe5fa4-6319-4786-ab1e-df06e7a596da,pfs1|11036-00001,Pb_5_length_158301_cov_37.5637_ID_9,107373,108454,-,337,,,,,,,,,,158301
265,db73a07d-1afb-4bff-98b7-74ed6dbb8332,0.0,0.0,0.9725886905,0.0331978381,0.0,0.0,0.0,0.0,0.0,0.0160660704,0.0,Yes,,SNP,NAN,NAN,RxLR effector candidate protein [Hyaloperonospora arabidopsidis Emoy2],BAP68807.1,,No RNAseq,,db73a07d-1afb-4bff-98b7-74ed6dbb8332,pfs1|3806-00001,Pb_196_length_41512_cov_32.9327_ID_391,34238,34589,+,116,,,inside repeat region,,,,,,,41512
266,61734fe2-424b-4bbd-a6d8-662ecca6cab5,0.0,0.0,0.0,0.0,0.0,0.0,0.7660911809000001,0.052430572,0.1420579459,0.015896680700000002,0.0,,,,,,,,,,,61734fe2-424b-4bbd-a6d8-662ecca6cab5,pfs1|10385-00001,Pb_521_length_12698_cov_32.3774_ID_1041,8211,9146,+,240,,,,,asphd2,Aspartate beta-hydroxylase domain-containing protein 2,GO:0018193,,,12698
267,3975cefa-4ddf-4b52-b38a-d3c0f64f6c70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154770805,0.0,,,,,,,,,,,3975cefa-4ddf-4b52-b38a-d3c0f64f6c70,pfs1|11569-00001,Pb_687_length_8487_cov_47.8294_ID_1373,2107,2425,-,105,,,,,,,,,,8487
268,c376c9c5-5dd8-41ca-8dab-0b58c9e5301d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152735747,0.0,,,,,,,,,,,c376c9c5-5dd8-41ca-8dab-0b58c9e5301d,pfs1|1500-00001,Pb_133_length_50776_cov_29.7264_ID_265,38041,38389,+,115,,,inside repeat region,,,,,,,50776
269,e18c1ef3-1811-4e8d-a6e1-9bbaf48c4fe0,0.0,0.0,0.0120185784,0.0,0.0,0.0,0.0,0.1967658124,0.0251841492,0.0151830899,0.0,,,,,,,,,,,e18c1ef3-1811-4e8d-a6e1-9bbaf48c4fe0,pfs1|405-00001,Pb_10_length_122925_cov_30.5206_ID_19,348,852,-,144,,,,,,,,,,122925
270,b524cfcd-5c8d-4802-8097-d5a4ccf914a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014977507900000001,0.0,,,,,,,,,,,b524cfcd-5c8d-4802-8097-d5a4ccf914a0,pfs1|10258-00001,Pb_50_length_78522_cov_31.5953_ID_99,40890,41700,-,269,,,,,,,,,,78522
271,7a55e750-bef7-4995-8e02-071d3aee7902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695487317,0.0,0.014863988,0.0,,,,,,,,,,,7a55e750-bef7-4995-8e02-071d3aee7902,pfs1|850-00001,Pb_1196_length_3963_cov_62.3412_ID_2391,1160,1901,-,246,,,,SignalP,,,,,,3963
272,b82eff9e-d95b-40b0-86bd-83b3f1a17789,0.0,0.16474217900000002,0.0302608436,0.013503111699999999,0.0798282246,0.0,0.0,0.38771026560000005,0.0,0.0148563264,0.0,,,,,,,,,,,b82eff9e-d95b-40b0-86bd-83b3f1a17789,pfs1|8283-00001,Pb_369_length_21085_cov_30.6645_ID_737,4205,6110,+,414,,,,,Kdm8_0,JmjC domain-containing protein 5,,,,21085
273,19e24e21-4b8d-45a4-81f7-63b99025ebef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147594628,0.0,,,,,,,,,,,19e24e21-4b8d-45a4-81f7-63b99025ebef,pfs1|758-00001,Pb_116_length_54417_cov_34.5066_ID_231,40021,43819,+,1265,,,,,,,GO:0005515,,,54417
274,8a605dcb-d93e-401d-b031-913529158a85,0.0,0.0,0.1101155141,0.1510294998,0.0132306389,0.0,0.0,0.0,0.0,0.0143444549,0.0,,,,,,,,,,,8a605dcb-d93e-401d-b031-913529158a85,pfs1|3194-00001,Pb_178_length_43875_cov_36.0864_ID_355,16270,16617,-,89,,,,,,,,,,43875
275,2f6284cb-c13e-4a09-a4a7-238d2fa6831e,0.0,0.0,0.1828388929,0.0,0.0,0.0,0.0,0.0,0.0,0.0137609909,0.0,,,,,,,,,,,2f6284cb-c13e-4a09-a4a7-238d2fa6831e,pfs1|608-00002,Pb_1136_length_4198_cov_45.9457_ID_2271,3268,4178,-,302,,,,,,,,,,4198
276,802342ff-6f40-4446-b1fe-df56ac9daf46,0.0,0.0,0.0,0.0,0.043093462,0.0,0.014188648500000001,0.0133850894,0.0,0.013759988999999999,0.0,,,,,,,,,,,802342ff-6f40-4446-b1fe-df56ac9daf46,pfs1|3269-00001,Pb_1804_length_2386_cov_66.3223_ID_3607,328,1111,-,108,,,,,pip5k3_2,1-phosphatidylinositol 3-phosphate 5-kinase,GO:0046872,,,2386
277,5ec4ecfa-5948-456a-acc5-8891e85cd477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136377193,0.0,,,,,,,,,,,5ec4ecfa-5948-456a-acc5-8891e85cd477,pfs1|6220-00001,Pb_2760_length_1440_cov_75.6839_ID_5519,221,801,-,164,,,inside repeat region,,GIP_22,Copia protein,,,,1440
278,2c163ee8-b1ef-4007-8a81-75f4b46a6209,0.0,0.0,0.0,0.7249579948,0.0,0.0,0.028416546400000003,0.0,0.0,0.013463486200000001,0.0,,,,,,,,,,,2c163ee8-b1ef-4007-8a81-75f4b46a6209,pfs1|10210-00001,Pb_505_length_13188_cov_22.7465_ID_1009,623,951,-,68,,,,,,,,,,13188
279,9a3b8319-89ae-4fb1-bfd8-2dd020782a9f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134117647,0.0,,,,,,,,,,,9a3b8319-89ae-4fb1-bfd8-2dd020782a9f,pfs1|4309-00001,Pb_208_length_40174_cov_35.2811_ID_415,9226,9703,+,158,,,,,ISCU,Iron-sulfur cluster assembly enzyme ISCU; mitochondrial,GO:0005506|GO:0016226|GO:0051536,,EPrGT00050000005687,40174
280,4ff8493d-dbf7-4af9-abea-b3abe9b83f2f,0.0,0.0106491946,0.0,0.0,0.0,0.0,0.0599669378,0.0,0.0,0.013408264199999999,0.0,,,,,,,,,,,4ff8493d-dbf7-4af9-abea-b3abe9b83f2f,pfs1|11424-00001,Pb_65_length_67694_cov_36.0589_ID_129,51103,52153,+,349,,,,,TXNDC17_1,Thioredoxin domain-containing protein 17,,,,67694
281,014888ac-8946-4301-b127-56d5d196399f,0.0,0.0,0.0881080707,0.6715042539,0.0251478534,0.0,0.0,0.0,0.0,0.0133010849,0.0,,,,,,,,,,,014888ac-8946-4301-b127-56d5d196399f,pfs1|13036-00001,Pb_926_length_5538_cov_32.4844_ID_1851,541,1470,-,219,,,,,,,,,,5538
282,b4518cd7-165c-4e89-88e3-d8ebe97e8c69,0.0,0.0,0.0,0.0,0.0,0.0815950161,0.0154976991,0.0589088125,0.0,0.013177733300000001,0.0,,,,,,,,,,,b4518cd7-165c-4e89-88e3-d8ebe97e8c69,pfs1|12048-00001,Pb_757_length_7185_cov_43.1622_ID_1513,1545,2459,+,249,,,,,,,,,,7185
283,e9ca7203-f109-43fa-80a9-fea613af493e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153840353,0.0,0.012941798899999999,0.0,,,,,,,,,,,e9ca7203-f109-43fa-80a9-fea613af493e,pfs1|8324-00001,Pb_36_length_87424_cov_33.8152_ID_71,82245,82524,+,92,,,,SignalP,,,GO:0005576|GO:0006952|GO:0009405,,,87424
284,34098ac2-44e2-4629-b395-821f3b31dd95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113875598,0.0,,,,,,,,,,,34098ac2-44e2-4629-b395-821f3b31dd95,pfs1|7912-00001,Pb_349_length_22099_cov_39.8281_ID_697,4620,5334,+,237,,,,,,,,,,22099
285,16c7ae9e-7f4a-4061-8997-45ebd8f01990,0.0,0.1685482866,0.0,0.0,0.0,0.013424475900000002,0.0,0.47671105049999996,0.0,0.0101718893,0.0,,,,,,,,,,,16c7ae9e-7f4a-4061-8997-45ebd8f01990,pfs1|1788-00001,Pb_140_length_49826_cov_39.7376_ID_279,737,1345,+,160,,,,,,,,,,49826
286,4052ffad-130c-4fe7-bc20-5b3f301b030b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142727609,0.7426911922,0.0,0.0,,,,,,,,,,,4052ffad-130c-4fe7-bc20-5b3f301b030b,pfs1|11883-00001,Pb_729_length_7310_cov_42.4106_ID_1457,3858,4392,-,177,Yes,,,SignalP,,,,RXLR,,7310
287,9fcd61f3-3c8c-4be3-98ac-ac1bdc0c7164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009989564,0.400027025,0.0,0.0,,,,,,,,,,,9fcd61f3-3c8c-4be3-98ac-ac1bdc0c7164,pfs1|12622-00001,Pb_849_length_6250_cov_95.9799_ID_1697,2000,2745,+,167,,,inside repeat region,,,,,,,6250
288,b6f72258-b874-4e31-a005-e8107130f19a,0.0,0.0,0.0,0.0,0.0,0.0,0.0181635802,0.1775684392,0.3616776331,0.0,0.0,,,,,,,,,,,b6f72258-b874-4e31-a005-e8107130f19a,pfs1|12162-00001,Pb_774_length_7039_cov_53.239_ID_1547,2045,3225,-,362,,,inside repeat region,,,,,,,7039
289,8a7827d1-af4f-4df4-9a1b-6b2e721861f7,0.0,0.0,0.029419244,0.0,0.0299218368,0.11658132130000001,0.0,0.0,0.34639326909999996,0.0,0.0,,,,,,,,,,,8a7827d1-af4f-4df4-9a1b-6b2e721861f7,pfs1|12259-00001,Pb_791_length_6876_cov_23.2279_ID_1581,1008,1758,+,159,,,,,,,,,,6876
290,c6b8b6eb-1aa2-4d0b-8cfe-23eedc76d865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3117513621,0.0,0.0,,,,,,,,,,,c6b8b6eb-1aa2-4d0b-8cfe-23eedc76d865,pfs1|10048-00001,Pb_497_length_13579_cov_33.9382_ID_993,2105,3065,-,319,,,,,,,,,,13579
291,2646ba90-8edd-4d5a-907a-b9592e0ef1e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909573869,0.0,0.0,,,,,,,,,,,2646ba90-8edd-4d5a-907a-b9592e0ef1e4,pfs1|12081-00001,Pb_75_length_64868_cov_36.1683_ID_149,57678,58841,-,331,,,,,cmk-1,Calcium/calmodulin-dependent protein kinase type 1,GO:0004672|GO:0005524|GO:0006468|GO:0004672|GO:0006468|GO:0005524|GO:0016772,,,64868
292,7d73f617-a5fb-4b22-9ca6-9871b681b13c,0.0,0.0,0.0,0.0325830906,0.0,0.0,0.0,0.023282777299999998,0.2906733171,0.0,0.0,,,,,,,,,,,7d73f617-a5fb-4b22-9ca6-9871b681b13c,pfs1|7802-00001,Pb_342_length_22765_cov_36.3962_ID_683,19810,20155,-,114,,,,,,,,,,22765
293,9028ab2b-cecc-46f2-b149-ad2bc4213664,0.059232488300000004,0.0,0.0,0.0,0.0496045559,0.0,0.0,0.0,0.2573958617,0.0,0.0,,,,,,,,,,,9028ab2b-cecc-46f2-b149-ad2bc4213664,pfs1|7234-00001,Pb_315_length_26079_cov_31.8764_ID_629,15636,17030,+,372,,,,,,,,,,26079
294,a2dee612-7e73-437e-9577-f35cafdd3e6f,0.0,0.10199069820000001,0.0,0.0,0.0,0.0,0.08794920099999999,0.0,0.2544731838,0.0,0.0,,,,,,,,,,,a2dee612-7e73-437e-9577-f35cafdd3e6f,pfs1|4836-00001,Pb_224_length_37809_cov_34.8662_ID_447,7085,8372,+,428,,,,,Rpp40,Ribonuclease P protein subunit p40,,,,37809
295,adfe4aa1-af1c-4263-9737-b34eceb4de19,0.0,0.21326861719999998,0.4095098526,0.0464009434,0.0,0.0,1.2206698909,0.0,0.2449096974,0.0,0.0,,,SNP,Dual specificity phosphatases (DSP),Partial SignalP,Dual specificity protein phosphatase 1 [Phytophthora nicotianae],KUF90384.1,,,,adfe4aa1-af1c-4263-9737-b34eceb4de19,pfs1|11600-00001,Pb_68_length_66630_cov_31.5136_ID_135,43106,43963,+,220,,,,,DSPTP1B,Dual specificity protein phosphatase 1B,GO:0004725|GO:0016311|GO:0016791|GO:0006470|GO:0008138|GO:0016311|GO:0016791,,,66630
296,97497d4e-3123-4a22-84d0-b4c9d9646386,0.0,0.0,0.0,0.010390374300000001,0.0,0.0,0.0,0.0,0.2412295342,0.0,0.0,,,,,,,,,,,97497d4e-3123-4a22-84d0-b4c9d9646386,pfs1|11464-00001,Pb_668_length_8710_cov_50.5519_ID_1335,5335,5791,-,151,,,inside repeat region,,,,,,,8710
297,e0547ce4-9add-4897-afe8-1026290fbc2a,0.047369532400000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126856789,0.0,0.0,,,,,,,,,,,e0547ce4-9add-4897-afe8-1026290fbc2a,pfs1|4096-00001,Pb_200_length_40978_cov_35.036_ID_399,11202,12540,-,421,,,,,PITG_12867,tRNA (guanine(37)-N1)-methyltransferase,GO:0009019|GO:0030488,,EPrGT00050000000428,40978
298,140e4b1b-2995-4f72-be93-65365cb2cbdc,0.0,0.0,0.0,0.0,0.0,0.0,0.6972248054000001,0.0126431201,0.2075309373,0.0,0.0,,,,,,,,,,,140e4b1b-2995-4f72-be93-65365cb2cbdc,pfs1|4868-00001,Pb_225_length_37657_cov_37.4041_ID_449,31770,33477,+,519,,,,,,,,,,37657
299,2f8f96af-7c18-4474-9914-a2592530286c,0.0,0.0100428472,0.0,0.0,0.0,0.0,0.0,0.0,0.1790029994,0.0,0.0,,,,,,,,,,,2f8f96af-7c18-4474-9914-a2592530286c,pfs1|6663-00001,Pb_2939_length_1331_cov_41.2043_ID_5877,183,1267,+,337,,,,,,,,,,1331
300,08f62134-981c-41ca-8f93-f5ab033ed374,0.0,0.0,0.0,0.0,0.0176434077,0.0,0.0,0.0,0.1704142459,0.0,0.0,,,,,,,,,,,08f62134-981c-41ca-8f93-f5ab033ed374,pfs1|5216-00001,Pb_2384_length_1710_cov_30.6526_ID_4767,693,1071,-,100,,,inside repeat region,,,,,,,1710
301,995162e0-63bf-4bee-985e-b2c87365cb9f,0.0,0.0,0.0,0.0100107458,0.014942791799999999,0.0,0.0,0.0724467583,0.1630070355,0.0,0.0,,,,,,,,,,,995162e0-63bf-4bee-985e-b2c87365cb9f,pfs1|1791-00001,Pb_140_length_49826_cov_39.7376_ID_279,6286,6764,-,130,,,,,TAF10,Transcription initiation factor TFIID subunit 10,GO:0005634|GO:0006352,,,49826
302,e3f9f7ab-1d4b-4c59-aa8b-c5efa736f338,0.0,0.056439745199999995,0.0,0.0,0.0,0.0,0.4374587207,0.014152578899999999,0.160283746,0.0,0.0,,,,,,,,,,,e3f9f7ab-1d4b-4c59-aa8b-c5efa736f338,pfs1|4152-00001,Pb_202_length_40590_cov_37.0585_ID_403,930,2299,+,433,,,,,HIF1AN,Hypoxia-inducible factor 1-alpha inhibitor,,,,40590
303,b2956b75-6243-4ca5-af68-d26454411ea8,0.0,0.0,0.0,0.0,0.0,0.0,0.47955138840000006,0.1954553107,0.1416577734,0.0,0.0,,,,,,,,,,,b2956b75-6243-4ca5-af68-d26454411ea8,pfs1|13448-00001,Pb_9_length_129813_cov_37.8051_ID_17,104819,105314,+,164,,,,,,,,,,129813
304,e5f606ff-840f-4bf1-8d21-94654056f9a2,0.0,1.5474485594999998,0.0,0.0,0.0342539887,0.0,0.0155116959,0.7507789320999999,0.138913985,0.0,0.0,,,SNP,,,,,,No RNAseq + repeat,,e5f606ff-840f-4bf1-8d21-94654056f9a2,pfs1|10206-00001,Pb_504_length_13223_cov_39.4279_ID_1007,10199,10460,+,86,,,,,,,,,,13223
305,7d0c6222-29bf-4af8-9719-f0b795e5b80a,0.0,0.024996997599999998,0.060540135999999994,0.0,0.0,0.0,0.0241034444,0.0,0.1370669481,0.0,0.0,,,,,,,,,,,7d0c6222-29bf-4af8-9719-f0b795e5b80a,pfs1|3528-00001,Pb_188_length_42710_cov_39.4771_ID_375,27080,28648,+,372,,,,,At4g24160,1-acylglycerol-3-phosphate O-acyltransferase,,,,42710
306,e42849f8-f5e7-486c-b8ee-02b56e49e038,0.0,0.0,0.0,0.0,0.0,0.0,0.022440855899999997,0.0404390511,0.1362788671,0.0,0.0,,,,,,,,,,,e42849f8-f5e7-486c-b8ee-02b56e49e038,pfs1|801-00001,Pb_117_length_54386_cov_36.8899_ID_233,49939,50389,+,122,,,,,,,,,,54386
307,b98d244a-f067-49ea-9a46-c43603cac842,0.0,0.7976592295,0.0,0.029029957999999998,0.0,0.0,0.0,0.3081603259,0.1346696661,0.0,0.0,,,SNP,,,Transporter/Permease protein,PIL97948.1,,,,b98d244a-f067-49ea-9a46-c43603cac842,pfs1|107-00001,Pb_102_length_57125_cov_33.2355_ID_203,15331,16666,-,444,,,,SignalP,,,,,,57125
308,367d9221-3a94-40ca-af2d-eca7603fed93,0.0,0.0,0.0,0.0,0.9015637698000001,0.0,0.0,0.055725135700000004,0.1282052638,0.0,0.0,,,SNP,,,Hypothetical,,,,,367d9221-3a94-40ca-af2d-eca7603fed93,pfs1|4050-00001,Pb_1_length_310098_cov_37.1603_ID_1,230872,234275,-,808,,,,,,,,,,310098
309,e5416e25-0ffb-4400-82cc-fab86ebe4bee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1221036982,0.0,0.0,,,,,,,,,,134.0,e5416e25-0ffb-4400-82cc-fab86ebe4bee,pfs1|1545-00001,Pb_134_length_50756_cov_37.5412_ID_267,48813,49770,-,318,,,,,,,,,,50756
310,37b11438-08ed-4318-9ee0-9c7e344ab9bb,0.0,0.0,0.0127368421,0.0,0.0,0.0,0.40047165520000005,0.0,0.1217831258,0.0,0.0,,,,,,,,,,,37b11438-08ed-4318-9ee0-9c7e344ab9bb,pfs1|10027-00001,Pb_494_length_13641_cov_49.1113_ID_987,3280,5792,-,795,,,inside repeat region,,pol_633,Retrovirus-related Pol polyprotein from transposon 297,,,,13641
311,1fa4b0b0-c0bb-44bf-ae0c-63fc13d6bc09,0.0,0.0,0.0,0.0,0.0287782398,0.0,0.0,0.0,0.1182052203,0.0,0.0,,,,,,,,,,,1fa4b0b0-c0bb-44bf-ae0c-63fc13d6bc09,pfs1|7140-00001,Pb_3104_length_1235_cov_34.694_ID_6207,269,1143,-,219,,,inside repeat region,,,,GO:0003676,,,1235
312,3e0ae2e0-ef83-48d5-b364-f25b03aed38a,0.0,0.0252902092,0.021965802799999996,0.35938063229999995,0.024841961200000002,0.0,0.17695412829999999,0.0,0.1062101498,0.0,0.0,,,,,,,,,,,3e0ae2e0-ef83-48d5-b364-f25b03aed38a,pfs1|6161-00001,Pb_272_length_32793_cov_35.7438_ID_543,27456,31143,-,1174,,,,,FAB1B_0,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,GO:0016307|GO:0046488,,,32793
313,a0c65067-6a8d-494f-bc2d-6ae893c041f5,0.0,0.0110994644,0.0283654961,0.0,0.1156423676,0.0,0.041899842799999996,0.1611523124,0.1052565223,0.0,0.0,,,,,,,,,,,a0c65067-6a8d-494f-bc2d-6ae893c041f5,pfs1|6815-00001,Pb_29_length_92859_cov_37.5794_ID_57,56841,58084,+,362,,,,,secG_0,Ankyrin repeat; PH and SEC7 domain containing protein secG,GO:0005086|GO:0032012,,,92859
314,f8af0bd7-5dc1-4898-92a2-442a5d766b4e,0.0,0.0,0.015460205500000001,0.0,0.0,0.0285294118,0.0,0.0,0.1050756476,0.0,0.0,,,,,,,,,,,f8af0bd7-5dc1-4898-92a2-442a5d766b4e,pfs1|12814-00001,Pb_888_length_5885_cov_32.338_ID_1775,72,1093,-,297,,,,,,,,,,5885
315,4998d0bf-ffbd-4ee8-878d-de771bac0d2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10286498150000001,0.0,0.0,,,,,,,,,,,4998d0bf-ffbd-4ee8-878d-de771bac0d2a,pfs1|5468-00001,Pb_246_length_36090_cov_30.8864_ID_491,35542,35902,+,119,,,,,,,,,,36090
316,22cdcbed-d06b-4521-9096-a77dc6c6ab43,0.0298056989,0.0116319672,0.0,0.0,0.0,0.0,0.0,0.014165726699999999,0.10275763199999999,0.0,0.0,,,,,,,,,,,22cdcbed-d06b-4521-9096-a77dc6c6ab43,pfs1|106-00001,Pb_102_length_57125_cov_33.2355_ID_203,3421,14342,-,3518,,,,,Usp34,Ubiquitin carboxyl-terminal hydrolase 34,GO:0006511|GO:0036459,,,57125
317,4aad72dd-057c-471d-a4b3-1563e5dd72dd,0.0,0.1220734917,0.0,0.020019609,0.545318679,0.0,0.064639515,0.0,0.0992764868,0.0,0.0,,,,,,,,,,,4aad72dd-057c-471d-a4b3-1563e5dd72dd,pfs1|12195-00001,Pb_77_length_63987_cov_41.9447_ID_153,50387,51398,-,336,,,,,,,,,,63987
318,5b4d8ec2-236d-485a-add2-e7437f1bbb63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978384262,0.0,0.0,,,,,,,,,,,5b4d8ec2-236d-485a-add2-e7437f1bbb63,pfs1|12951-00001,Pb_904_length_5730_cov_27.0805_ID_1807,4807,5708,-,278,,,,,,,,,,5730
319,28fc8c1b-907b-4fdf-b8e6-4ca529346cc4,0.0,0.0,0.0470176338,0.0,0.0,0.0,0.5381941872,0.0,0.09556559140000001,0.0,0.0,,,,,,,,,,,28fc8c1b-907b-4fdf-b8e6-4ca529346cc4,pfs1|4616-00001,Pb_2187_length_1924_cov_22.409_ID_4373,23,1336,+,410,,,,,,,,,,1924
320,39c60291-b2ce-4cf3-bdeb-40995081998b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09326033439999999,0.0,0.0,,,,,,,,,,,39c60291-b2ce-4cf3-bdeb-40995081998b,pfs1|3848-00001,Pb_198_length_41244_cov_30.9466_ID_395,650,1153,-,125,,,,,,,,,,41244
321,ba8e9372-c022-4ebf-92f8-bb69316f41bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930290179,0.0,0.0,,,,,,,,,,,ba8e9372-c022-4ebf-92f8-bb69316f41bd,pfs1|6106-00001,Pb_270_length_32837_cov_40.316_ID_539,939,2037,+,365,,,,,,,,,,32837
